"id","age","Medu","Fedu","traveltime","studytime","failures","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"205",15,4,4,1,2,0,4,3,3,1,1,5,2,19,18,18
"206",15,4,4,1,2,0,3,2,2,1,1,5,4,14,15,15
"207",15,2,1,4,1,3,4,5,5,2,5,5,0,8,9,10
"208",15,3,2,1,2,0,4,2,2,1,1,1,0,16,18,19
"209",15,4,2,2,1,1,5,5,5,3,4,5,6,11,11,10
"210",15,4,4,1,1,0,5,5,3,1,1,4,6,18,19,19
"211",15,1,2,1,2,0,4,3,2,1,1,5,2,9,10,9
"212",15,2,2,1,4,0,4,3,4,1,1,4,6,11,13,14
"213",15,2,2,2,2,0,5,3,3,1,3,4,4,15,15,15
"214",15,3,3,1,2,0,5,3,2,1,1,2,0,8,10,12
"215",15,4,2,1,1,0,3,5,2,1,1,3,10,18,19,19
"216",15,4,3,1,3,0,5,4,3,1,1,4,2,15,16,18
"217",15,4,4,1,1,0,4,3,3,1,3,5,2,14,14,14
"218",15,4,4,1,1,0,5,4,3,2,4,5,8,12,12,12
"219",16,4,4,2,3,0,2,4,3,1,1,5,7,15,16,15
"220",16,2,1,2,1,0,3,3,2,1,3,3,0,8,9,8
"221",16,2,2,3,1,0,4,2,2,1,2,3,2,17,15,15
"222",16,3,3,1,1,0,4,3,2,3,4,5,8,8,9,10
"223",16,4,2,1,1,0,4,3,3,3,4,3,10,10,8,9
"224",16,4,3,2,1,0,3,3,3,1,1,4,2,11,15,15
"225",16,4,4,1,1,0,3,5,5,2,5,4,8,18,18,18
"226",16,3,3,3,1,0,3,3,4,3,5,3,8,9,9,10
"227",16,0,2,1,1,0,4,3,2,2,4,5,0,13,15,15
"228",16,1,0,2,2,0,4,3,2,1,1,3,2,13,15,16
"229",16,1,2,1,1,0,3,3,3,1,2,3,2,11,12,11
"230",16,2,1,3,1,0,4,3,3,1,1,4,6,18,18,18
"231",16,2,2,1,2,0,4,3,5,2,4,4,4,10,10,10
"232",16,2,2,2,2,1,4,4,2,1,1,3,12,11,10,10
"233",16,2,3,2,1,0,5,3,3,1,1,3,0,13,14,14
"234",16,3,1,1,1,0,5,3,2,2,2,5,2,12,12,14
"235",16,3,1,2,4,0,4,3,2,1,1,5,0,13,15,15
"236",16,3,2,2,3,0,5,3,3,1,3,2,10,11,9,10
"237",16,3,2,1,1,0,5,4,3,1,1,5,0,12,14,15
"238",16,3,3,3,2,0,5,3,3,1,3,2,6,7,10,10
"239",16,3,3,1,2,1,4,5,5,4,4,5,4,10,12,12
"240",16,3,3,2,1,0,5,4,2,1,1,5,0,13,14,13
"241",16,3,3,1,3,0,5,3,3,1,1,5,2,16,18,18
"242",16,3,3,1,3,0,5,3,3,1,1,5,2,16,18,18
"243",16,3,3,1,2,0,4,2,3,1,2,3,2,12,13,12
"244",16,3,3,1,2,0,4,2,3,1,2,3,2,12,13,12
"245",16,3,4,3,1,2,3,4,5,2,4,2,0,6,5,0
"246",16,4,3,1,4,0,4,2,2,1,1,2,4,19,19,20
"247",16,4,3,1,2,0,3,4,3,2,3,3,10,9,8,8
"248",16,4,4,1,1,0,3,4,4,1,4,5,18,14,11,13
"249",16,4,4,1,2,0,4,2,4,2,4,1,2,14,13,13
"250",16,4,4,1,1,0,5,3,2,1,2,5,0,13,12,12
"251",16,4,4,1,1,0,5,3,2,1,2,5,0,13,12,12
"252",16,4,4,1,1,0,4,5,5,5,5,4,14,7,7,5
"253",16,4,4,1,3,0,4,4,3,1,1,4,0,16,17,17
"254",16,4,4,1,1,0,3,3,2,2,1,5,0,7,6,0
"255",16,4,4,1,1,0,3,3,2,2,1,5,0,7,6,0
"256",16,4,4,1,2,0,5,4,4,1,2,5,2,15,15,16
"257",16,4,4,1,2,0,5,4,4,1,2,5,2,15,15,16
"258",16,4,4,1,2,0,4,4,5,5,5,5,16,10,12,11
"259",16,3,4,1,2,0,5,3,3,1,1,5,4,11,11,11
"260",16,4,4,1,2,0,4,1,3,3,5,5,18,8,6,7
"261",16,1,1,2,2,0,3,4,2,1,1,5,18,9,7,6
"262",16,1,1,1,2,1,4,4,4,1,3,5,0,14,12,12
"263",16,2,1,1,1,1,4,4,4,3,5,5,6,12,13,14
"264",16,2,1,1,2,0,4,2,3,1,2,5,0,15,15,15
"265",16,2,2,1,2,0,4,4,4,1,1,3,0,12,12,11
"266",16,2,2,2,2,0,5,4,4,2,4,5,0,13,13,12
"267",16,2,2,2,1,2,2,3,3,2,2,2,8,9,9,9
"268",16,4,2,1,2,0,4,5,1,1,3,5,2,15,15,16
"269",16,4,3,1,1,0,3,1,3,1,3,5,4,8,10,10
"270",16,4,3,1,2,0,5,4,2,1,2,5,10,15,15,15
"271",16,4,3,1,1,0,5,4,5,1,1,3,0,6,0,0
"272",17,1,2,1,2,0,3,5,2,2,2,1,2,15,14,14
"273",17,1,2,1,2,0,3,1,3,1,5,3,4,8,9,10
"274",17,1,3,3,2,1,5,2,4,1,4,5,20,9,7,8
"275",17,2,1,1,1,0,4,4,2,2,4,5,0,8,12,12
"276",17,2,2,2,2,0,4,5,2,1,1,1,4,11,11,11
"277",17,2,2,4,1,0,4,4,5,5,5,4,8,11,10,10
"278",17,3,4,3,2,0,5,4,5,2,4,5,0,10,0,0
"279",17,4,4,2,2,0,3,3,3,2,3,4,2,10,11,12
"280",17,1,1,4,2,3,5,3,5,1,5,5,0,5,8,7
"281",17,1,2,1,1,0,2,2,2,3,3,5,8,16,12,13
"282",17,2,1,2,1,2,3,3,2,2,2,5,0,7,6,0
"283",17,1,1,1,2,0,4,3,3,1,2,4,2,12,10,11
"284",17,1,2,2,2,0,4,4,4,4,5,5,12,7,8,8
"285",17,2,1,1,1,3,5,4,5,1,2,5,0,5,0,0
"286",17,2,1,1,1,3,5,4,5,1,2,5,0,5,0,0
"287",17,2,1,2,1,3,4,5,1,1,1,3,2,8,8,10
"288",17,2,1,2,1,3,4,5,1,1,1,3,2,8,8,10
"289",17,2,3,2,1,0,5,2,2,1,1,2,4,12,12,13
"290",17,3,1,1,2,0,5,4,4,3,4,5,2,9,9,10
"291",17,3,2,1,1,3,5,5,5,2,4,5,16,6,5,5
"292",17,3,3,1,1,0,4,4,3,1,3,5,4,14,12,11
"293",17,3,3,1,2,0,4,3,4,1,4,4,4,6,5,6
"294",17,3,3,1,1,0,4,3,5,3,5,5,3,14,15,16
"295",17,3,3,1,2,0,4,3,4,2,3,4,12,12,12,11
"296",17,4,3,1,2,0,5,2,3,1,1,2,4,10,10,11
"297",17,4,4,1,1,0,5,2,3,1,2,5,4,17,15,16
"298",17,4,4,1,2,0,4,5,5,1,3,2,14,11,9,9
"299",17,3,2,1,1,1,4,4,4,3,4,3,19,11,9,10
"300",17,4,1,2,1,0,4,5,4,2,4,5,30,8,8,8
"301",17,1,1,2,1,1,4,4,4,1,2,5,2,7,9,8
"302",17,2,2,1,2,0,4,4,2,5,5,4,4,14,13,13
"303",17,2,3,1,2,0,5,3,3,1,3,3,2,12,11,12
"304",17,4,3,2,2,0,2,5,5,1,4,5,14,12,12,12
"305",17,4,3,2,2,0,4,4,4,4,4,4,4,10,9,9
"306",17,4,4,2,1,0,4,1,1,2,2,5,0,11,11,10
"307",17,4,4,1,2,0,5,3,5,4,5,3,13,12,12,13
"308",17,4,4,1,2,0,4,4,4,1,3,5,0,13,11,10
"309",18,3,2,1,3,0,5,3,2,1,1,3,1,13,12,12
"310",18,4,3,1,3,0,5,3,2,1,2,4,9,16,15,16
"311",18,3,4,2,2,0,4,2,5,3,4,1,13,17,17,17
"312",18,3,2,2,3,0,5,4,2,1,1,4,8,14,13,14
"313",18,3,3,1,2,1,4,3,3,1,3,5,8,3,5,5
"314",18,2,1,1,2,0,5,2,4,1,2,4,8,15,14,14
"315",18,2,1,1,1,1,3,2,5,2,5,5,4,6,9,8
"316",18,2,1,1,3,0,4,2,4,1,3,2,6,15,14,14
"317",18,2,2,2,2,0,3,3,3,5,5,4,0,12,13,13
"318",18,2,2,1,2,1,5,5,4,3,5,2,0,7,7,0
"319",18,2,2,1,2,1,4,4,4,2,4,5,15,6,7,8
"320",18,3,2,2,1,1,4,4,5,2,4,5,0,6,8,8
"321",18,4,2,1,2,0,5,4,5,1,3,5,10,10,9,10
"322",18,4,2,1,2,0,4,3,2,1,4,5,11,12,11,11
"323",18,4,3,1,2,0,4,3,2,1,1,3,2,8,8,8
"324",18,4,3,1,3,0,5,4,5,2,3,5,0,10,10,9
"325",18,4,4,1,3,0,4,3,3,2,2,3,3,9,12,11
"326",18,4,4,2,1,0,3,2,4,1,4,3,22,9,9,9
"327",18,4,4,2,1,0,3,2,4,1,4,3,22,9,9,9
"328",18,4,4,1,2,1,4,3,3,2,2,2,0,10,10,0
"329",18,4,4,1,2,1,4,3,3,2,2,2,0,10,10,0
"330",18,4,4,1,2,0,5,4,3,1,1,2,9,15,13,15
"331",18,1,1,1,1,3,2,3,5,2,5,4,0,6,5,0
"332",18,2,1,4,2,0,4,3,2,4,5,3,14,10,8,9
"333",18,2,2,1,4,0,4,5,5,2,4,5,2,9,8,8
"334",18,3,3,1,2,1,3,2,4,2,4,4,13,6,6,8
"335",18,3,4,1,2,0,4,3,3,1,3,5,11,16,15,15
"336",18,4,3,2,1,0,4,2,3,1,2,1,8,10,11,10
"337",18,4,4,1,1,0,1,4,2,2,2,1,5,16,15,16
"338",19,3,3,1,2,1,4,5,3,1,2,5,0,15,12,12
"339",19,3,2,1,1,3,4,5,4,1,1,4,0,5,0,0
"340",19,4,3,1,2,0,4,3,1,1,1,1,12,11,11,11
"341",20,3,2,1,1,0,5,5,3,1,1,5,0,17,18,18
"342",22,3,1,1,1,3,5,4,5,5,5,1,16,6,8,8
"343",17,1,1,3,1,1,5,2,1,1,2,1,0,7,6,0
"344",17,1,2,1,1,0,3,5,5,1,3,1,14,6,5,5
"345",17,1,2,2,2,0,3,2,2,1,2,3,0,12,11,12
"346",17,3,1,1,2,0,4,5,4,2,3,1,17,10,10,10
"347",17,4,4,2,2,0,4,3,3,1,2,5,4,12,13,13
"348",17,2,2,1,3,0,3,4,3,1,1,3,8,13,11,11
"349",17,3,2,2,2,0,1,2,3,1,2,5,2,12,12,11
"350",17,4,4,1,2,0,2,3,4,1,1,1,0,16,15,15
"351",18,1,1,4,3,0,4,3,2,1,2,4,2,8,8,10
"352",18,2,2,2,3,0,5,3,3,1,3,4,2,10,9,10
"353",18,4,4,3,2,0,3,2,2,4,2,5,10,14,12,11
"354",18,4,4,3,1,0,4,4,3,2,2,5,7,6,5,6
"355",18,4,4,2,3,0,5,4,4,1,1,1,0,19,18,19
"356",18,4,4,1,2,0,5,4,3,3,4,2,4,8,9,10
"357",18,1,1,2,2,1,1,1,1,1,1,5,0,6,5,0
"358",18,1,1,2,2,1,1,1,1,1,1,5,0,6,5,0
"359",18,2,3,2,1,0,5,2,3,1,2,4,0,11,10,10
"360",18,3,3,1,2,0,4,1,3,1,2,1,0,15,15,15
"361",18,3,3,1,2,0,5,3,4,1,1,5,0,10,9,9
"362",18,3,3,2,2,0,4,3,2,1,3,3,0,11,11,10
"363",18,1,1,2,3,0,5,3,2,1,1,4,0,18,16,16
"364",18,3,1,1,2,0,4,3,4,1,1,1,0,7,9,8
"365",19,2,3,1,3,1,5,4,2,1,2,5,0,7,5,0
"366",17,4,3,2,2,0,4,5,5,1,3,2,4,13,11,11
"367",17,2,3,2,2,0,4,4,3,1,1,3,2,11,11,10
"368",17,3,3,2,2,0,4,5,4,2,3,3,2,13,13,13
"369",17,3,1,2,1,0,2,4,5,3,4,2,3,14,16,16
"370",18,1,3,2,2,0,3,3,4,2,4,3,4,10,10,10
"371",18,2,1,2,1,0,4,4,3,1,3,5,5,7,6,7
"372",18,3,2,2,1,1,2,5,5,5,5,5,10,11,13,13
"373",18,4,2,2,1,1,5,4,3,4,3,3,14,6,5,5
"374",18,1,2,3,1,0,4,3,3,2,3,3,3,14,12,12
"375",18,3,2,3,1,0,4,4,1,3,4,5,0,11,12,10
"376",18,4,4,1,2,0,3,2,4,1,4,2,4,15,14,14
"377",18,1,1,2,1,0,3,3,2,1,2,3,4,10,10,10
"378",18,1,3,1,1,1,4,3,3,2,3,3,7,8,7,8
"379",18,4,4,2,3,0,4,2,2,2,2,5,0,13,13,13
"380",19,1,1,3,1,1,4,4,4,3,3,5,4,8,8,8
"381",19,1,1,3,2,3,5,4,4,3,3,2,8,8,7,8
"382",19,1,1,2,1,1,4,3,2,1,3,5,0,6,5,0
